Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Dog,Poodle,3,Female,20,Vomiting,Diarrhea,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.0°C,119.9932133,Parvovirus
Dog,Beagle,5,Male,10,Vomiting,Diarrhea,Loss of Appetite,Fever,3 days,Yes,Yes,No,No,No,Yes,No,Yes,No,39.2°C,131.9952444,Gastroenteritis
Dog,Bulldog,5,Male,23,Labored Breathing,Coughing,Nasal Discharge,Appetite Loss,6 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.0°C,115.009562,Canine Distemper
Horse,Appaloosa,10,Female,510,Lameness,Fever,Swollen Joints,Reduced Appetite,9 days,No,No,Yes,Yes,No,Yes,No,No,No,39.8°C,73.99336863,Equine Laminitis
Dog,Boxer,3,Female,30,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.3°C,120.0110649,Canine Infectious Hepatitis
Goat,Boer,6,Female,75,Vomiting,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.7°C,82.01867204,Caprine Viral Arthritis
Cow,Dexter,3,Male,450,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.3°C,78.99282371,Bovine Viral Diarrhea
Dog,German Shepherd,3,Female,30,Lameness,Fever,Skin Lesions,Lethargy,7 days,Yes,No,No,No,No,Yes,Yes,No,No,39.3°C,109.9966934,Lyme Disease
Rabbit,Holland Lop,3,Male,1,Nasal Discharge,Loss of Appetite,Lethargy,Fever,4 days,Yes,Yes,No,No,Yes,No,Yes,Yes,No,38.6°C,159.9921482,Rabbit Syphilis
Dog,Beagle,6,Male,13,Coughing,Labored Breathing,Nasal Discharge,Fever,4 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.4°C,127.0056993,Kennel Cough
Goat,Boer,3,Female,70,Fever,Vomiting,Diarrhea,Appetite Loss,5 days,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,39.5°C,80.00127723,Caprine Pleuropneumonia
Dog,Pit Bull,4,Female,35,Lethargy,Vomiting,Loss of Appetite,Coughing,3 days,Yes,Yes,No,Yes,No,Yes,No,No,No,39.0°C,125.0037046,Leptospirosis
Pig,Landrace,4,Male,130,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.6°C,100.0071941,Swine Flu
Rabbit,Dutch,3,Male,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,150.0056917,Rabbit Hemorrhagic Disease
Rabbit,Flemish Giant,5,Female,7,Lethargy,Appetite Loss,Weight Loss,Diarrhea,5 days,Yes,No,Yes,No,Yes,Yes,No,No,Yes,39.0°C,149.9911475,Gastrointestinal Stasis
Cow,Guernsey,7,Male,590,Coughing,Lethargy,Loss of Appetite,Swollen Legs,6 days,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,77.9948737,Bovine Tuberculosis
Cat,Persian,5,Male,4,Lethargy,Appetite Loss,Skin Lesions,No,2 weeks,Yes,No,No,No,No,No,Yes,No,No,38.7°C,159.9960138,Fungal Infection
Dog,Chihuahua,1,Male,3,Vomiting,Diarrhea,Lethargy,Fever,3 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,135.0029392,Parvovirus
Cow,Charolais,5,Female,620,Lethargy,Coughing,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,39.6°C,80.99208558,Bovine Tuberculosis
Dog,Labrador,4,Male,25,Fever,Lethargy,Appetite Loss,Vomiting,3 days,Yes,Yes,No,No,No,No,No,No,No,39.5°C,120.0088029,Parvovirus
Sheep,Rambouillet,6,Female,90,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,39.6°C,80.00076877,Bluetongue
Cow,Brown Swiss,9,Male,600,Labored Breathing,Nasal Discharge,Coughing,Fever,6 days,Yes,No,Yes,Yes,No,Yes,No,No,Yes,39.6°C,79.98422399,Bovine Respiratory Disease
Dog,Rottweiler,3,Female,30,Lethargy,Vomiting,Loss of Appetite,Fever,5 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.2°C,120.0089787,Leptospirosis
Cow,Charolais,8,Male,700,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,39.2°C,75.01263702,Bovine Respiratory Disease
Dog,Bulldog,5,Female,22,Coughing,Lethargy,Loss of Appetite,Fever,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,39.3°C,119.992783,Canine Cough
Rabbit,Dutch,2,Female,1,Sneezing,Nasal Discharge,Lethargy,Loss of Appetite,3 days,Yes,No,Yes,Yes,No,Yes,No,No,Yes,38.8°C,154.9988669,Upper Respiratory Infection
Cat,Siamese,3,Female,7,Coughing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.0°C,140.0122147,Feline Infectious Peritonitis
Goat,Boer,6,Male,70,Vomiting,Diarrhea,Loss of Appetite,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.4°C,80.0037208,Caprine Arthritis Encephalitis
Cow,Jersey,6,Female,550,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,39.6°C,70.00116071,Johne's Disease
Pig,Berkshire,2,Male,115,Coughing,Nasal Discharge,Lethargy,Fever,4 days,Yes,No,No,Yes,Yes,No,Yes,No,Yes,39.8°C,84.99453833,Actinobacillus Pleuropneumonia
Horse,Clydesdale,10,Female,750,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,39.4°C,90.01496368,Equine Encephalomyelitis
Dog,Labrador Retriever,11,Male,35,Lethargy,Loss of Appetite,Fever,Vomiting,7 days,Yes,No,No,Yes,No,Yes,No,Yes,No,39.3°C,118.0040596,Canine Distemper
Sheep,Tunis,4,Male,95,Swollen Joints,Coughing,Loss of Appetite,Lethargy,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.2°C,76.00842449,Bluetongue Virus
Sheep,Dorset,5,Male,150,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.5°C,89.9907249,Scrapie
Rabbit,Himalayan,4,Female,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,5 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.0°C,145.0042351,Pasteurellosis
Pig,Berkshire,4,Female,120,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.4°C,85.00514336,Swine Erysipelas
Rabbit,English Angora,2,Male,2,Sneezing,Nasal Discharge,Loss of Appetite,Fever,3 days,Yes,No,No,Yes,Yes,No,Yes,No,No,38.9°C,152.9951255,Myxomatosis
Sheep,Suffolk,6,Male,90,Swollen Joints,Loss of Appetite,Lethargy,Coughing,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,39.4°C,77.98781011,Caseous Lymphadenitis
Cow,Jersey,6,Male,620,Weight Loss,Reduced Milk Production,Lethargy,Appetite Loss,7 days,Yes,No,Yes,No,Yes,Yes,No,No,No,39.4°C,87.01202011,Tuberculosis
Cow,Aberdeen Angus,6,Female,620,Coughing,Fever,Loss of Appetite,Lethargy,5 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,39.2°C,79.99276883,Bovine Respiratory Disease
Sheep,Cheviot,4,Male,85,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,39.3°C,94.98986449,Blue Tongue Virus
Horse,Clydesdale,10,Male,700,Coughing,Nasal Discharge,Labored Breathing,Fever,2 weeks,Yes,No,No,Yes,Yes,No,No,Yes,No,40.2°C,84.99091122,Equine Influenza
Cow,Jersey,3,Male,620,Diarrhea,Lethargy,Appetite Loss,Decreased Milk Yield,8 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,78.99917125,Salmonellosis
Cat,Maine Coon,5,Male,5,Nasal Discharge,Eye Discharge,Sneezing,Lethargy,3 days,Yes,Yes,No,Yes,No,No,No,Yes,No,38.8°C,139.9992781,Feline Respiratory Disease Complex
Cow,Hereford,7,Female,580,Loss of Appetite,Fever,Coughing,Lethargy,6 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,39.5°C,80.0012511,Bovine Johne's Disease
Dog,Beagle,6,Male,13,Coughing,Labored Breathing,Nasal Discharge,Fever,4 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.4°C,127.0147771,Kennel Cough
Cow,Holstein,4,Male,700,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,No,Yes,No,Yes,No,Yes,39.3°C,77.01537803,Bovine Respiratory Disease
Cat,Scottish Fold,5,Female,5,Nasal Discharge,Coughing,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,38.9°C,149.9892418,Feline Infectious Peritonitis
Cat,Maine Coon,5,Male,5,Nasal Discharge,Eye Discharge,Sneezing,Lethargy,3 days,Yes,Yes,No,Yes,No,No,No,Yes,No,38.8°C,139.9928618,Feline Respiratory Disease Complex
Dog,Border Collie,3,Female,17,Coughing,Labored Breathing,Fever,Nasal Discharge,8 days,Yes,No,No,Yes,No,Yes,No,Yes,Yes,39.4°C,128.9886115,Bordetella Infection
Pig,Poland China,3,Male,110,Fever,Coughing,Nasal Discharge,Weight Loss,6 days,No,Yes,Yes,No,Yes,No,Yes,No,Yes,39.8°C,86.98997475,Actinobacillus Pleuropneumonia
Cow,Guernsey,5,Female,600,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,39.6°C,85.01259787,Bovine Tuberculosis
Sheep,Hampshire,6,Male,125,Coughing,Loss of Appetite,Lethargy,Fever,7 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.6°C,85.00007713,Scrapie Disease
Rabbit,Mini Rex,1,Female,1,Sneezing,Nasal Discharge,Loss of Appetite,Fever,3 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,39.0°C,129.9928436,Rabbit Hemorrhagic Disease
Cat,Siamese,2,Female,4,Coughing,Sneezing,Eye Discharge,Nasal Discharge,1 week,No,No,No,Yes,No,No,No,Yes,Yes,38.9°C,150.0047559,Upper Respiratory Infection
Dog,Labrador,4,Male,25,Fever,Lethargy,Appetite Loss,Vomiting,3 days,Yes,Yes,No,No,No,No,No,No,No,39.5°C,120.0135466,Parvovirus
Cat,Persian,4,Female,7,Coughing,Loss of Appetite,Nasal Discharge,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,39.0°C,129.9869317,Feline Asthma
Pig,Pietrain,3,Female,135,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.4°C,95.00983666,African Swine Fever
Pig,Tamworth,3,Male,100,Coughing,Lethargy,Nasal Discharge,Loss of Appetite,4 days,Yes,Yes,No,Yes,Yes,No,Yes,No,No,39.6°C,85.00378704,Porcine Epidemic Diarrhea
Dog,Poodle,6,Male,25,Lethargy,Loss of Appetite,Coughing,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.3°C,109.9772618,Canine Distemper
Sheep,Dorset,6,Male,120,Coughing,Loss of Appetite,Lethargy,Fever,7 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,39.5°C,84.99028936,Scrapie
Cow,Dexter,2,Male,500,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.4°C,95.00733178,Bovine Tuberculosis
Goat,Saanen,8,Female,110,Vomiting,Diarrhea,Lethargy,Fever,6 days,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,39.8°C,85.01331728,Caprine Arthritis Encephalitis
Dog,Golden Retriever,5,Male,35,Coughing,Lethargy,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.2°C,110.0133764,Canine Parvovirus
Dog,Labrador,4,Male,25,Fever,Lethargy,Appetite Loss,Vomiting,3 days,Yes,Yes,No,No,No,No,No,No,No,39.5°C,119.9824808,Parvovirus
Pig,Duroc,3,Female,115,Sneezing,Coughing,Nasal Discharge,Labored Breathing,5 days,Yes,No,Yes,No,No,Yes,Yes,No,No,40.0°C,80.00800146,Swine Influenza
Cat,Scottish Fold,4,Male,4,Nasal Discharge,Eye Discharge,Sneezing,Lethargy,3 days,Yes,No,Yes,No,No,Yes,No,Yes,Yes,38.7°C,143.0075148,Feline Rhinotracheitis
Dog,Border Collie,3,Female,17,Coughing,Labored Breathing,Fever,Nasal Discharge,8 days,Yes,No,No,Yes,No,Yes,No,Yes,Yes,39.4°C,128.9815596,Bordetella Infection
Horse,Arabian,10,Female,450,Lameness,Fever,Swollen Joints,Lethargy,8 days,No,No,No,Yes,Yes,No,No,No,No,39.4°C,74.99261358,Equine Arthritis
Cow,Hereford,7,Female,580,Loss of Appetite,Fever,Coughing,Lethargy,6 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,39.5°C,79.99784083,Bovine Johne's Disease
Goat,Alpine,5,Male,72,Vomiting,Diarrhea,Fever,Loss of Appetite,6 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.0°C,80.99514835,Caprine Arthritis Encephalitis
Cow,Hereford,7,Female,580,Loss of Appetite,Fever,Coughing,Lethargy,6 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,39.5°C,80.00991399,Bovine Johne's Disease
Cow,Guernsey,5,Female,600,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,39.6°C,84.99255237,Bovine Tuberculosis
Sheep,Suffolk,4,Male,110,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.3°C,77.00858129,Bluetongue
Dog,Golden Retriever,7,Male,30,Vomiting,Diarrhea,Loss of Appetite,Lethargy,6 days,Yes,No,Yes,Yes,No,No,Yes,No,No,39.5°C,118.0060842,Canine Parvovirus
Dog,Rottweiler,7,Female,35,Vomiting,Diarrhea,Loss of Appetite,Dehydration,3 days,Yes,No,Yes,No,Yes,No,No,No,Yes,39.0°C,126.9884398,Parvovirus
Rabbit,Himalayan,2,Male,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,39.2°C,130.0037894,Rabbit Hemorrhagic Disease
Horse,Arabian,7,Female,500,Lameness,Loss of Appetite,Swollen Legs,Fever,6 days,No,Yes,Yes,Yes,No,Yes,Yes,No,No,39.3°C,85.00518037,Equine Protozoal Myeloencephalitis
Rabbit,Himalayan,2,Male,1,Sneezing,Loss of Appetite,Fever,Nasal Discharge,4 days,Yes,Yes,No,Yes,No,No,Yes,No,Yes,38.8°C,154.0031904,Rabbit Hemorrhagic Disease
Sheep,Tunis,4,Male,95,Swollen Joints,Coughing,Loss of Appetite,Lethargy,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.2°C,76.00110627,Bluetongue Virus
Horse,Tennessee Walking Horse,6,Female,600,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,39.4°C,82.02537735,Equine Rhinopneumonitis
Horse,Pinto,9,Male,530,Lameness,Coughing,Loss of Appetite,Swollen Legs,7 days,No,Yes,No,Yes,Yes,No,No,Yes,No,39.7°C,77.01742828,Equine Infectious Anemia
Dog,Rottweiler,5,Female,40,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,39.3°C,122.0106481,Canine Distemper
Goat,LaMancha,5,Female,72,Diarrhea,Loss of Appetite,Lethargy,Dehydration,7 days,Yes,No,Yes,No,No,Yes,No,Yes,No,39.2°C,82.00007027,Gastrointestinal Infection
Cat,British Shorthair,5,Female,5,Lethargy,Eye Discharge,Appetite Loss,Nasal Discharge,1 week,No,No,No,Yes,Yes,No,No,Yes,Yes,39.0°C,149.9981064,Upper Respiratory Infection
Cat,Maine Coon,5,Male,8,Coughing,Loss of Appetite,Nasal Discharge,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,39.0°C,135.0095881,Feline Panleukopenia Virus
Cat,Siamese,2,Female,4,Sneezing,Eye Discharge,Appetite Loss,Lethargy,2 days,Yes,No,Yes,No,Yes,No,No,No,Yes,39.0°C,134.9904615,Feline Herpesvirus
Goat,Kiko,5,Male,72,Vomiting,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.5°C,79.99443442,Caprine Pleuropneumonia
Pig,Tamworth,5,Male,150,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,39.3°C,91.98900123,Actinobacillus Pleuropneumonia
Horse,Arabian,8,Female,490,Lameness,Fever,Coughing,Nasal Discharge,1 week,Yes,No,No,Yes,No,Yes,No,Yes,No,39.9°C,74.99566748,Strangles
Horse,Shetland Pony,11,Male,300,Lameness,Swollen Joints,Appetite Loss,Weight Loss,7 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,39.6°C,79.99467212,Equine Osteoarthritis
Sheep,Dorset,5,Male,150,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.5°C,89.99817549,Scrapie
Dog,Labrador,4,Male,25,Fever,Lethargy,Appetite Loss,Vomiting,3 days,Yes,Yes,No,No,No,No,No,No,No,39.5°C,119.9973817,Parvovirus
Cow,Angus,4,Female,650,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.5°C,90.0041757,Bovine Tuberculosis
Dog,Husky,9,Male,25,Lethargy,Vomiting,Diarrhea,Loss of Appetite,4 days,Yes,Yes,No,Yes,Yes,No,No,No,No,39.1°C,124.002305,Canine Parvovirus
Rabbit,Himalayan,2,Male,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,39.2°C,129.9999055,Rabbit Hemorrhagic Disease
Rabbit,Himalayan,2,Female,1,Sneezing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,38.8°C,150.0061977,Rabbit Calicivirus
Cow,Holstein,7,Female,650,Coughing,Nasal Discharge,Appetite Loss,Fever,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.4°C,79.01386256,Bovine Tuberculosis
Dog,Poodle,2,Female,12,Lethargy,Appetite Loss,Coughing,Vomiting,4 days,Yes,Yes,No,Yes,No,No,No,No,No,39.4°C,115.0042583,Kennel Cough
Rabbit,Mini Lop,1,Female,1,Sneezing,Nasal Discharge,Loss of Appetite,Fever,3 days,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,39.1°C,139.9952916,Myxomatosis
Sheep,Karakul,5,Male,80,Swollen Joints,Coughing,Loss of Appetite,Lethargy,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,39.4°C,75.00276754,Scrapie
Cat,Siberian,7,Male,10,Nasal Discharge,Loss of Appetite,Coughing,Fever,5 days,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,39.0°C,135.0101974,Feline Asthma
Cat,Ragdoll,5,Male,8,Coughing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.2°C,144.9992849,Feline Leukemia Virus
Pig,Tamworth,3,Male,130,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.6°C,104.9953185,Swine Influenza
Horse,Thoroughbred,7,Female,480,Lameness,Loss of Appetite,Swollen Legs,Fever,6 days,No,Yes,Yes,No,Yes,Yes,No,Yes,No,39.6°C,74.99415428,Equine Influenza
Cow,Angus,4,Female,650,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.5°C,90.00212409,Bovine Tuberculosis
Cat,Maine Coon,2,Male,6,Vomiting,Appetite Loss,Lethargy,Diarrhea,4 days,Yes,Yes,Yes,No,No,No,No,No,No,39.1°C,139.9975717,Intestinal Parasites
Rabbit,Flemish Giant,5,Female,7,Lethargy,Appetite Loss,Weight Loss,Diarrhea,5 days,Yes,No,Yes,No,Yes,Yes,No,No,Yes,39.0°C,149.9987428,Gastrointestinal Stasis
Pig,Pietrain,3,Female,135,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.4°C,95.00044859,African Swine Fever
Horse,Pinto,9,Male,530,Lameness,Coughing,Loss of Appetite,Swollen Legs,7 days,No,Yes,No,Yes,Yes,No,No,Yes,No,39.7°C,77.01068609,Equine Infectious Anemia
Horse,Tennessee Walker,16,Female,530,Weight Loss,Loss of Appetite,Lethargy,Fever,8 days,No,No,Yes,Yes,No,Yes,Yes,No,No,39.6°C,71.01592198,Equine Cushing's Disease
Cow,Brown Swiss,9,Male,600,Labored Breathing,Nasal Discharge,Coughing,Fever,6 days,Yes,No,Yes,Yes,No,Yes,No,No,Yes,39.6°C,80.02153259,Bovine Respiratory Disease
Cow,Holstein,5,Female,620,Coughing,Fever,Loss of Appetite,Lethargy,7 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,39.3°C,81.99659886,Bovine Respiratory Syncytial Virus
Horse,Appaloosa,8,Male,700,Lameness,Loss of Appetite,Swollen Legs,Fever,7 days,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,39.3°C,81.99281137,West Nile Virus
Dog,Cocker Spaniel,5,Female,20,Vomiting,Lethargy,Loss of Appetite,Fever,4 days,Yes,Yes,No,No,Yes,No,No,Yes,No,39.2°C,123.0007437,Canine Leptospirosis
Horse,Quarter Horse,9,Female,480,Coughing,Nasal Discharge,Fever,Labored Breathing,6 days,Yes,No,No,Yes,Yes,No,No,No,No,39.9°C,85.01873832,Equine Rhinopneumonitis
Cat,Scottish Fold,5,Female,5,Nasal Discharge,Coughing,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,38.9°C,150.0087162,Feline Infectious Peritonitis
Dog,Cocker Spaniel,2,Female,10,Lethargy,Vomiting,Loss of Appetite,Fever,3 days,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,39.0°C,125.0117062,Distemper
Cat,Sphynx,4,Female,3,Eye Discharge,Nasal Discharge,Appetite Loss,Lethargy,1 week,No,No,No,Yes,Yes,No,No,Yes,Yes,39.3°C,150.0196077,Feline Upper Respiratory Infection
Cat,Abyssinian,3,Male,5,Nasal Discharge,Coughing,Loss of Appetite,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,No,No,39.0°C,142.0083429,Feline Leukemia Virus
Cat,Russian Blue,3,Female,5,Nasal Discharge,Coughing,Loss of Appetite,Lethargy,4 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,38.9°C,145.0013207,Feline Leukemia Virus
Goat,Alpine,3,Male,75,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,39.5°C,100.0012268,Caprine Viral Arthritis
Rabbit,Dutch,2,Female,1,Sneezing,Nasal Discharge,Lethargy,Loss of Appetite,3 days,Yes,No,Yes,Yes,No,Yes,No,No,Yes,38.8°C,154.9974848,Upper Respiratory Infection
Horse,Welsh Pony,5,Female,400,Lameness,Loss of Appetite,Swollen Legs,Fever,4 days,No,Yes,Yes,No,Yes,No,Yes,Yes,No,39.4°C,78.01138692,Equine Influenza
Dog,Golden Retriever,5,Male,35,Coughing,Lethargy,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.2°C,109.9962392,Canine Parvovirus
Cat,Bengal,3,Male,5,Nasal Discharge,Coughing,Loss of Appetite,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.0°C,139.9920189,Feline Calicivirus
Cat,Scottish Fold,5,Female,5,Nasal Discharge,Coughing,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,38.9°C,149.9896854,Feline Infectious Peritonitis
Cat,Maine Coon,5,Male,8,Coughing,Loss of Appetite,Lethargy,Fever,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.1°C,144.9937768,Feline Upper Respiratory Infection
Goat,Nubian,4,Female,80,Vomiting,Diarrhea,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.5°C,95.00751571,Caprine Respiratory Disease
Horse,Morgan,4,Male,650,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,39.6°C,120.0088311,Equine Herpesvirus
Dog,Bulldog,5,Male,22,Vomiting,Appetite Loss,Fever,Diarrhea,3 days,Yes,Yes,No,No,Yes,Yes,No,No,No,39.6°C,138.0061054,Gastroenteritis
Cow,Holstein,4,Female,580,Appetite Loss,Diarrhea,Lethargy,Decreased Milk Yield,7 days,Yes,No,Yes,No,No,No,No,No,No,39.4°C,81.99365412,Johne's Disease
Goat,Boer,6,Female,75,Vomiting,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.7°C,81.98373503,Caprine Viral Arthritis
Cow,Guernsey,3,Male,580,Coughing,Loss of Appetite,Lethargy,Fever,4 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.4°C,84.99470746,Bovine Respiratory Disease
Horse,American Quarter,14,Female,520,Swollen Joints,Lameness,Fever,Loss of Appetite,10 days,No,No,Yes,Yes,Yes,No,No,No,No,39.7°C,75.01009887,Equine Arthritis
Pig,Tamworth,3,Male,160,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.5°C,105.0042898,Swine Influenza
Cat,Russian Blue,2,Male,6,Nasal Discharge,Loss of Appetite,Coughing,Fever,3 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.0°C,145.0033482,Feline Asthma
Goat,Nigerian Dwarf,2,Female,55,Vomiting,Fever,Loss of Appetite,Lethargy,4 days,Yes,Yes,No,Yes,No,No,Yes,No,Yes,39.2°C,81.97976966,Caprine Arthritis Encephalitis
Sheep,Suffolk,4,Male,110,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.3°C,77.00590672,Bluetongue
